,Unnamed: 0,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
3623,3623,4395,Norakuro Nitouhei: Enshuu no Maki,5.08,Adventure,Private 2nd Class Norakuro:The Drill,のらくろ二等兵 演習の巻,Movie,1,"Jun 14, 1933",Unknown,Unknown,Unknown,Unknown,Manga,5 min.,G - All Ages,10517.0,11244,717,1,19,545,5,49,99,9.0,4.0,11.0,41.0,58.0,111.0,48.0,34.0,27.0,23.0
3624,3624,4396,Osaru no Kantai,4.61,"Military, Music",The Monkey Fleet,お猿の艦隊,Movie,1,1936,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10897.0,10580,943,0,12,789,5,34,103,15.0,5.0,17.0,31.0,59.0,122.0,117.0,56.0,63.0,54.0
3625,3625,4397,Osaru no Sankichi: Totsugeki-tai,4.66,Military,Sankichi the Monkey:The Storm Troopers,お猿の三吉 突撃隊,Movie,1,"Mar 24, 1934",Unknown,The National Film Center Japan,Unknown,Unknown,Original,2 min.,G - All Ages,10866.0,10539,970,0,19,783,5,45,118,10.0,7.0,8.0,39.0,61.0,140.0,90.0,79.0,55.0,40.0
3626,3626,4398,Kuro Nyago,5.39,Fantasy,The Black Cat,黒ニャゴ,Movie,1,"Jan, 1931",Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,9975.0,7894,2926,6,31,2107,17,62,709,67.0,44.0,86.0,190.0,270.0,363.0,161.0,85.0,95.0,67.0
3627,3627,4399,Honoo no Haramase Tenkousei,6.72,"Harem, Hentai, School, Yuri",Unknown,炎の孕ませ転校生,OVA,3,"Oct 27, 2006 to Jul 27, 2007",Unknown,Himajin Planning,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,5211,8609,39,767,4131,399,354,2958,297.0,240.0,457.0,678.0,490.0,316.0,144.0,78.0,47.0,62.0
3628,3628,4400,Inmu 2,5.67,Hentai,Inmu 2:Flesh Dreams,淫夢2,OVA,2,"Mar 23, 2001 to Jun 22, 2001",Unknown,NuTech Digital,Unknown,Unknown,Original,30 min. per ep.,Rx - Hentai,Unknown,9832,1340,1,99,661,57,80,443,23.0,14.0,30.0,70.0,98.0,79.0,49.0,34.0,14.0,24.0
3629,3629,4406,Mazinger Z tai Ankoku Daishougun,6.61,"Action, Mecha, Shounen",Unknown,マジンガーＺ対暗黒大将軍,Movie,1,"Jul 25, 1974",Unknown,Dynamic Planning,Unknown,Unknown,Unknown,43 min.,PG-13 - Teens 13 or older,5319.0,9043,1850,3,60,1116,28,77,569,55.0,67.0,122.0,226.0,146.0,87.0,41.0,14.0,12.0,13.0
3630,3630,4411,Mirai Robo Daltanias,6.64,"Action, Sci-Fi, Space, Mecha",Future Robo Daltanius,未来ロボ ダルタニアス,TV,47,"Mar 21, 1979 to Mar 5, 1980",Spring 1979,Unknown,Unknown,Toei Animation,Original,24 min. per ep.,PG-13 - Teens 13 or older,5203.0,10149,1147,4,72,465,55,110,445,25.0,29.0,58.0,97.0,89.0,41.0,15.0,9.0,9.0,5.0
3631,3631,4415,World Destruction: Sekai Bokumetsu no Rokunin,6.98,"Adventure, Fantasy",Sands of Destruction,ワールド・デストラクション ～世界撲滅の六人～,TV,13,"Jul 8, 2008 to Sep 30, 2008",Summer 2008,Sega,Funimation,Production I.G,Game,25 min. per ep.,PG-13 - Teens 13 or older,3728.0,2345,46845,115,2152,27762,1827,2514,12590,1149.0,1976.0,4597.0,6832.0,4110.0,2125.0,776.0,332.0,147.0,92.0
3632,3632,4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.46,"Action, Mecha, Sci-Fi, Super Power",King of Braves GaoGaiGar Final Grand Glorious Gathering,勇者王ガオガイガーFINAL Grand Glorious Gathering,TV,12,"Apr 11, 2005 to Jun 27, 2005",Spring 2005,Unknown,Media Blasters,Sunrise,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,1723.0,7864,2938,9,109,1098,100,119,1512,137.0,104.0,193.0,147.0,97.0,46.0,13.0,4.0,11.0,7.0
3633,3633,4417,Hennako-chan,Unknown,Comedy,Unknown,へんな子ちゃん,ONA,6,"Apr 25, 2008 to Jul 3, 2008",Unknown,Unknown,Unknown,Gonzo,Unknown,3 min. per ep.,Unknown,14381.0,14353,233,0,9,76,10,45,93,2.0,1.0,2.0,13.0,8.0,11.0,4.0,1.0,3.0,7.0
3634,3634,4418,Catman Series II,6.26,"Comedy, Fantasy, Slice of Life",Unknown,キャットマン,ONA,8,2002,Unknown,Fuji TV,Unknown,Unknown,Unknown,4 min. per ep.,PG-13 - Teens 13 or older,7063.0,10373,1041,2,15,697,20,36,273,15.0,33.0,86.0,122.0,117.0,99.0,32.0,17.0,13.0,10.0
3635,3635,4419,Catman,6.08,"Slice of Life, Fantasy, Comedy",Catman,キャットマン,ONA,7,2002,Unknown,Fuji TV,Unknown,Unknown,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,7883.0,8593,2210,7,56,1012,53,80,1009,30.0,40.0,111.0,172.0,171.0,138.0,70.0,38.0,26.0,25.0
3636,3636,4420,Vampiyan Kids: Pilot,6.09,"Action, Comedy, Kids, Vampire",Unknown,なんちゃってバンパイヤン,Special,1,1999,Unknown,Unknown,Unknown,Production I.G,Original,18 min.,G - All Ages,7837.0,10586,940,2,21,600,4,45,270,9.0,11.0,57.0,98.0,103.0,83.0,31.0,12.0,7.0,8.0
3637,3637,4421,Moetan Specials,6.5,"Comedy, Ecchi, Magic, School",Moetan,もえたん,Special,2,"Dec 21, 2007 to Mar 25, 2008",Unknown,Unknown,Unknown,Actas,Unknown,24 min. per ep.,R+ - Mild Nudity,5894.0,6380,5172,2,113,3538,92,87,1342,148.0,174.0,360.0,672.0,529.0,303.0,145.0,81.0,48.0,27.0
3638,3638,4427,Tatakae!! Ramenman,6.39,"Action, Adventure, Martial Arts, Shounen",Fight!! Ramenman,闘将!!拉麺男,TV,35,"Jan 10, 1988 to Sep 11, 1988",Winter 1988,Yomiko Advertising,Unknown,Toei Animation,Unknown,23 min. per ep.,R - 17+ (violence & profanity),6441.0,10385,1029,5,73,270,64,101,521,18.0,10.0,32.0,56.0,50.0,40.0,12.0,5.0,6.0,7.0
3639,3639,4437,Naruto: Shippuuden Movie 2 - Kizuna,7.29,"Action, Martial Arts, Shounen, Supernatural",Naruto:Shippuden the Movie 2 -Bonds-,劇場版NARUTO-ナルト- 疾風伝 絆,Movie,1,"Aug 2, 2008",Unknown,"TV Tokyo, Aniplex, Dentsu, Bandai, Toho, Studio Jack",VIZ Media,Studio Pierrot,Manga,1 hr. 32 min.,PG-13 - Teens 13 or older,2362.0,793,188680,278,1728,171637,680,500,14135,11441.0,12618.0,24508.0,33242.0,16457.0,7572.0,2684.0,1066.0,532.0,390.0
3640,3640,4439,Kurenai Sanshirou,6.46,"Action, Martial Arts, Sports",Judo Boy,紅三四郎,TV,26,"Apr 2, 1969 to Sep 24, 1969",Spring 1969,Unknown,Unknown,Tatsunoko Production,Manga,25 min. per ep.,PG-13 - Teens 13 or older,6099.0,9788,1367,7,76,490,50,128,623,36.0,24.0,38.0,103.0,86.0,71.0,17.0,8.0,12.0,6.0
3641,3641,4440,Sugata Sanshirou,Unknown,"Action, Martial Arts, Sports",Judo Story,姿三四郎,Special,1,"Jun 8, 1981",Unknown,Tokyo Movie Shinsha,Unknown,Unknown,Unknown,1 hr. 10 min.,PG-13 - Teens 13 or older,12264.0,12375,455,2,23,131,9,52,240,6.0,4.0,5.0,21.0,14.0,14.0,5.0,2.0,1.0,1.0
3642,3642,4443,Duel Masters Charge,6.19,"Action, Adventure, Comedy, Shounen",Unknown,デュエル・マスターズ　チャージ,TV,52,"Apr 19, 2004 to Mar 27, 2006",Spring 2004,Shogakukan-Shueisha Productions,Unknown,Studio Hibari,Original,21 min. per ep.,PG-13 - Teens 13 or older,7381.0,6769,4463,3,105,3166,106,285,801,104.0,114.0,253.0,497.0,534.0,397.0,166.0,97.0,41.0,36.0
3643,3643,4444,Zero Duel Masters,6.02,"Adventure, Comedy, Game, Sports",Unknown,ゼロ デュエル・マスターズ,TV,12,"Apr 9, 2007 to Sep 28, 2007",Spring 2007,Shogakukan-Shueisha Productions,Unknown,Unknown,Original,23 min. per ep.,PG-13 - Teens 13 or older,8163.0,8671,2114,1,59,1213,40,163,639,58.0,25.0,73.0,147.0,196.0,134.0,71.0,44.0,28.0,23.0
3644,3644,4447,Detective Conan Movie 12: Full Score of Fear,7.82,"Adventure, Police, Comedy, Mystery, Shounen",Unknown,名探偵コナン 戦慄の楽譜（フルスコア）,Movie,1,"Apr 19, 2008",Unknown,"Shogakukan-Shueisha Productions, Tokyo Movie Shinsha, Big Bang",Unknown,TMS Entertainment,Manga,1 hr. 56 min.,PG-13 - Teens 13 or older,789.0,2689,35991,23,334,32036,196,201,3224,2916.0,3581.0,6398.0,5133.0,1859.0,729.0,215.0,70.0,32.0,39.0
3645,3645,4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.55,"Adventure, Comedy, Demons, Historical, Supernatural",Chrono Crusade:Azmaria's Lessons,クロノクルセイド　アズでもわかるクロノクルセイド講座,Special,11,"May 28, 2004 to Mar 25, 2005",Unknown,Unknown,"ADV Films, Funimation",Gonzo,Manga,3 min. per ep.,PG-13 - Teens 13 or older,5633.0,4906,9988,14,193,5203,223,216,4153,219.0,253.0,457.0,919.0,751.0,498.0,167.0,69.0,34.0,35.0
3646,3646,4451,Tanin no Kankei,6.12,"Comedy, Ecchi, Romance, School",Unknown,他人の関係,OVA,2,"Aug 26, 1994 to Oct 21, 1994",Unknown,Unknown,Unknown,J.C.Staff,Manga,45 min. per ep.,R+ - Mild Nudity,7703.0,9117,1792,4,78,784,47,59,824,20.0,27.0,57.0,174.0,148.0,82.0,42.0,20.0,16.0,18.0
3647,3647,4452,Hoshikuzu Paradise,5.53,"Comedy, Romance",Unknown,星屑パラダイス,OVA,1,"Jul 25, 1991",Unknown,OB Planning,Unknown,Unknown,Unknown,40 min.,PG-13 - Teens 13 or older,9618.0,11555,634,0,26,298,12,28,270,7.0,1.0,13.0,33.0,46.0,59.0,30.0,22.0,6.0,6.0
3648,3648,4454,Macross F: Close Encounter - Deculture Edition,7.72,"Action, Mecha, Military, Music, Sci-Fi, Space",Unknown,マクロスＦ　第1話「クロース・エンカウンター」Deculture edition,Special,1,"Dec 23, 2007",Unknown,Unknown,Unknown,Satelight,Original,27 min.,PG-13 - Teens 13 or older,980.0,4658,11472,7,184,7971,124,127,3066,566.0,991.0,1708.0,1223.0,500.0,223.0,50.0,24.0,10.0,25.0
3649,3649,4458,Bavel no Hon,5.62,Kids,Bavel's Book,バベルの本,Special,1,"Oct 14, 1996",Unknown,"NHK, Yamamura Animation, Inc.",Unknown,Unknown,Unknown,5 min.,G - All Ages,9371.0,8160,2610,1,16,2075,15,35,469,33.0,23.0,94.0,300.0,389.0,353.0,168.0,87.0,57.0,36.0
3650,3650,4459,Ojarumaru,6.37,"Adventure, Comedy, Kids, Fantasy",Prince Mackaroo,おじゃる丸,TV,Unknown,"Oct 5, 1998 to ?",Fall 1998,NHK,Enoki Films,Gallop,Original,10 min.,G - All Ages,6531.0,9942,1274,5,366,0,145,364,399,35.0,30.0,35.0,67.0,73.0,65.0,21.0,8.0,10.0,21.0
3651,3651,4460,Kikumana,5.78,"Dementia, Psychological",Unknown,キクマナ,ONA,1,"Jul 14, 2001",Unknown,Unknown,Unknown,Studio Rikka,Original,6 min.,PG-13 - Teens 13 or older,8919.0,5569,7310,7,93,5172,43,65,1937,90.0,160.0,309.0,769.0,878.0,787.0,361.0,204.0,101.0,103.0
3652,3652,4461,Kouchou-sensei to Kujira,6.11,Drama,Unknown,校長先生とクジラ,Movie,1,2007,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,2 min.,G - All Ages,7781.0,8973,1902,1,28,1351,13,27,483,29.0,41.0,137.0,233.0,230.0,186.0,71.0,23.0,32.0,22.0
3653,3653,4462,Tairiki Tarou no Mucha Shuugyou,4.78,Action,Mighty Taro's Reckless Training,大力太郎の無茶修業,Movie,1,1928,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10781.0,9913,1280,1,15,1124,4,39,98,12.0,7.0,21.0,58.0,126.0,200.0,120.0,106.0,68.0,42.0
3654,3654,4463,Custom Reido,5.23,Hentai,Custom Slave,カスタム隷奴,OVA,1,"May 25, 2001",Unknown,NuTech Digital,Unknown,Unknown,Visual novel,30 min.,Rx - Hentai,Unknown,9251,1704,3,107,1003,55,87,452,19.0,10.0,35.0,87.0,108.0,122.0,104.0,48.0,39.0,39.0
3655,3655,4467,Universe,6.5,"Fantasy, Music",Unknown,ユニバース,Music,1,2007,Unknown,Victor Entertainment,Unknown,Production I.G,Unknown,4 min.,G - All Ages,5919.0,8929,1931,1,21,1518,10,24,358,46.0,84.0,162.0,297.0,264.0,159.0,55.0,28.0,11.0,15.0
3656,3656,4468,Nagagutsu wo Haita Neko no Bouken,6.61,"Adventure, Fantasy",Unknown,長靴をはいた猫の冒険,TV,26,"Apr 1, 1992 to Sep 23, 1992",Spring 1992,Enoki Films,Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,5323.0,11388,674,3,32,356,20,64,202,19.0,21.0,35.0,69.0,45.0,27.0,10.0,5.0,3.0,6.0
3657,3657,4469,.hack//G.U. Trilogy: Parody Mode,6.44,"Fantasy, Game, Comedy, Sci-Fi, Parody",.hack//G.U. Trilogy:Parody Mode,.hack//G.U. Trilogy,Special,1,"Mar 25, 2008",Unknown,Bandai Visual,Unknown,Unknown,Game,6 min.,PG-13 - Teens 13 or older,6212.0,4938,9788,12,148,6117,162,171,3190,291.0,293.0,545.0,821.0,794.0,574.0,243.0,130.0,84.0,59.0
3658,3658,4470,Gene Diver,Unknown,"Action, Sci-Fi, Adventure, Historical, Fantasy",Unknown,ジーンダイバー,TV,56,"Apr 4, 1994 to Jan 24, 1995",Spring 1994,"NHK, Studio Junio",Unknown,Unknown,Original,15 min. per ep.,PG - Children,14105.0,11972,533,1,32,109,22,60,310,7.0,2.0,11.0,15.0,12.0,14.0,8.0,1.0,6.0,4.0
3659,3659,4471,Shin SOS Dai Tokyo Tankentai,6.07,Adventure,Unknown,新SOS大東京探検隊,Movie,1,"May 19, 2007",Unknown,Bandai Visual,Bandai Visual USA,Sunrise,Unknown,40 min.,PG-13 - Teens 13 or older,7916.0,9696,1417,3,45,710,27,41,594,16.0,11.0,58.0,106.0,152.0,103.0,46.0,20.0,8.0,4.0
3660,3660,4472,Lucky☆Star: Original na Visual to Animation,7.82,"Comedy, Parody, School, Slice of Life",Unknown,らき☆すた OVA（オリジナルなビジュアルとアニメーション）,OVA,1,"Sep 26, 2008",Unknown,"Kadokawa Shoten, Movic, KlockWorx","Funimation, Bandai Entertainment",Kyoto Animation,4-koma manga,42 min.,PG-13 - Teens 13 or older,795.0,1248,115764,243,1243,94979,744,529,18269,9139.0,13706.0,19977.0,15948.0,6237.0,2619.0,776.0,291.0,178.0,185.0
3661,3661,4473,Shoujo Sect,6.71,"Comedy, Hentai, Romance, Yuri",Shoujo Sect,少女セクト,OVA,3,"Jul 25, 2008 to Nov 25, 2008",Unknown,Milky Animation Label,Unknown,Unknown,Manga,25 min. per ep.,Rx - Hentai,Unknown,3172,26742,187,1324,16310,700,791,7617,941.0,1004.0,2107.0,3060.0,2246.0,1390.0,620.0,304.0,200.0,160.0
3662,3662,4475,Toshi wo Totta Wani,6.31,Drama,Unknown,年をとった鰐,Movie,1,"Mar 25, 2005",Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Picture book,13 min.,G - All Ages,6824.0,8173,2605,2,48,1629,22,34,872,32.0,57.0,188.0,322.0,310.0,195.0,70.0,25.0,25.0,21.0
3663,3663,4476,Gensoumaden Saiyuuki: Kibou no Zaika,6.98,"Adventure, Fantasy",Saiyuki Interactive,幻想魔伝最遊記-希望の罪過-,OVA,1,"Sep 19, 2002",Unknown,Unknown,Unknown,Unknown,Manga,46 min.,PG-13 - Teens 13 or older,3700.0,7141,3930,10,132,1991,90,81,1636,112.0,140.0,223.0,383.0,227.0,113.0,35.0,26.0,7.0,6.0
3664,3664,4477,Nodame Cantabile: Paris-hen,8.17,"Comedy, Josei, Music, Romance, Slice of Life",Unknown,のだめカンタービレ 巴里編,TV,11,"Oct 10, 2008 to Dec 19, 2008",Fall 2008,"Fuji TV, Asmik Ace, Sony Music Entertainment",Unknown,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,340.0,1321,107428,306,2555,84899,2022,1140,16812,8905.0,17300.0,23557.0,11883.0,3279.0,1010.0,300.0,136.0,46.0,248.0
3665,3665,4479,Shitsurakuen,5.45,Hentai,Sinners Paradise,失楽園,OVA,2,"Feb 8, 2008 to May 9, 2008",Unknown,"Digital Works, Y.O.U.C",Unknown,Unknown,Original,30 min. per ep.,Rx - Hentai,Unknown,9714,1407,2,103,698,66,74,466,25.0,14.0,32.0,67.0,79.0,97.0,65.0,30.0,30.0,20.0
3666,3666,4480,Ryoujoku Guerrilla Kari 3,6.05,Hentai,Unknown,凌辱ゲリラ狩り3,OVA,2,"Feb 29, 2008 to Apr 25, 2008",Unknown,Suzuki Mirano,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,8585,2221,9,255,892,138,119,817,58.0,31.0,40.0,110.0,129.0,102.0,51.0,25.0,16.0,21.0
3667,3667,4481,Saiyuuki,6.32,Adventure,Alakazam the Great,西遊記,Movie,1,"Aug 14, 1960",Unknown,Unknown,Unknown,Toei Animation,Novel,1 hr. 28 min.,G - All Ages,6781.0,8472,2306,8,65,1278,31,88,844,51.0,62.0,106.0,187.0,221.0,145.0,67.0,30.0,19.0,11.0
3668,3668,4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.29,"Slice of Life, Drama, Magic, Romance, Shounen",Someday's Dreamers II:Sora,魔法遣いに大切なこと ～夏のソラ～,TV,12,"Jul 3, 2008 to Sep 25, 2008",Summer 2008,"Geneon Universal Entertainment, TV Asahi",Sentai Filmworks,Hal Film Maker,Manga,23 min. per ep.,G - All Ages,2401.0,3475,22240,63,1148,7276,1019,921,11876,403.0,767.0,1586.0,1871.0,852.0,472.0,152.0,49.0,27.0,31.0
3669,3669,4484,"Umi no Yami, Tsuki no Kage",6.01,"Horror, Super Power, Drama, Romance, Shoujo","Darkness of the Sea, Shadow of the Moon",海の闇、月の影,OVA,3,"Oct 14, 1989",Unknown,Movic,Unknown,Magic Bus,Manga,30 min. per ep.,R - 17+ (violence & profanity),8176.0,9880,1293,0,53,385,30,45,780,9.0,9.0,25.0,67.0,75.0,54.0,26.0,11.0,10.0,10.0
3670,3670,4485,Kasei Yakyoku,6.71,"Historical, Drama, Romance",Nightsong of Splendor,華星夜曲,OVA,4,"Mar 25, 1989 to Sep 25, 1989",Unknown,Tokuma Japan,Unknown,Magic Bus,Manga,28 min. per ep.,R+ - Mild Nudity,4852.0,9001,1894,4,70,606,55,64,1099,29.0,35.0,100.0,163.0,104.0,46.0,17.0,13.0,4.0,6.0
3671,3671,4486,Getter Robo G,6.53,"Action, Mecha, Sci-Fi, Shounen",Getter Robo G,ゲッターロボG,TV,39,"May 15, 1975 to Mar 25, 1976",Spring 1975,"Fuji TV, Dynamic Planning",Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5748.0,8588,2222,9,98,913,88,112,1011,41.0,51.0,105.0,201.0,143.0,96.0,43.0,20.0,7.0,7.0
3672,3672,4487,Ebenbourg no Kaze,5.64,Hentai,Unknown,エーベンブルグの風,OVA,2,"Jul 25, 2003 to Sep 26, 2003",Unknown,NuTech Digital,Unknown,Unknown,Visual novel,29 min. per ep.,Rx - Hentai,Unknown,9497,1537,2,109,819,67,88,454,27.0,16.0,39.0,99.0,91.0,101.0,53.0,36.0,21.0,26.0
3673,3673,4488,Keraku-No-OH King of Pleasure,5.85,Hentai,Unknown,けらく[快楽]の王,OVA,3,"Jul 18, 2002 to Dec 18, 2002",Unknown,NuTech Digital,Unknown,Unknown,Visual novel,29 min. per ep.,Rx - Hentai,Unknown,9370,1621,7,141,839,96,97,448,48.0,31.0,59.0,92.0,105.0,110.0,52.0,30.0,31.0,26.0
3674,3674,4489,Septem Charm Magical Kanan: SP Summer Camp,5.88,Hentai,Unknown,Septem Charm まじかるカナン SP どきどき♥サマーキャンプ!,Special,2,"Aug 25, 2002 to Feb 25, 2003",Unknown,Lemon Heart,Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,Unknown,9394,1607,4,137,724,81,85,580,28.0,24.0,30.0,83.0,107.0,90.0,44.0,25.0,16.0,16.0
3675,3675,4490,Soap no Moko-chan,6.17,Hentai,My Fair Masseuse,SOAPのMOKOちゃん,OVA,1,"Jun 21, 1996",Unknown,Unknown,Media Blasters,Unknown,Manga,40 min.,Rx - Hentai,Unknown,9699,1426,6,87,758,58,74,449,33.0,28.0,63.0,110.0,114.0,81.0,35.0,27.0,12.0,12.0
3676,3676,4491,Choisuji,6.17,Hentai,Unknown,ちょいすじ,OVA,2,"Jun 22, 2007 to Nov 23, 2007",Unknown,Animac,Unknown,Blue Cat,Manga,24 min. per ep.,Rx - Hentai,Unknown,6102,5774,26,350,3721,222,211,1270,198.0,135.0,294.0,517.0,541.0,359.0,202.0,119.0,65.0,79.0
3677,3677,4492,Seisen Gakuin,5.66,Hentai,Holy Sleazy School,聖泉学淫,OVA,1,"Jun 25, 2007",Unknown,"Jam, MS Pictures",Unknown,Studio Jam,Original,18 min.,Rx - Hentai,Unknown,7881,2925,18,247,1485,141,122,930,57.0,33.0,64.0,138.0,200.0,190.0,109.0,54.0,37.0,31.0
3678,3678,4493,Shameshrine Andorora,6.17,"Hentai, Sci-Fi",Unknown,恥宮のアンドローラ,OVA,1,"Jun 15, 2001",Unknown,Obtain Future,Unknown,Unknown,Original,25 min.,Rx - Hentai,Unknown,8104,2673,16,194,1406,115,115,843,84.0,51.0,100.0,207.0,178.0,146.0,83.0,41.0,34.0,24.0
3679,3679,4494,Enyoku,6.24,Hentai,Unknown,艶欲 - ゑんよく,OVA,1,"Apr 25, 2007",Unknown,Milky Animation Label,Unknown,Studio Jam,Manga,30 min.,Rx - Hentai,Unknown,7602,3274,10,210,2079,150,119,716,98.0,72.0,143.0,267.0,304.0,243.0,112.0,44.0,28.0,25.0
3680,3680,4495,Hyakkiyakou: Warashi,5.36,Hentai,Unknown,百喜夜行　～わらし～,OVA,1,"Oct 25, 2000",Unknown,MS Pictures,Unknown,Unknown,Manga,30 min.,Rx - Hentai,Unknown,11372,680,1,52,306,31,68,223,11.0,2.0,12.0,15.0,35.0,54.0,20.0,22.0,10.0,20.0
3681,3681,4496,Zero Sum Game: Sex Crime,5.28,Hentai,Zero Sum Game,ZERO SUM GAME -SEX CRIME-,OVA,1,"Oct 25, 2001",Unknown,Blue Eyes,Unknown,Green Bunny,Manga,30 min.,Rx - Hentai,Unknown,8643,2152,12,174,1037,88,124,729,37.0,17.0,26.0,96.0,124.0,160.0,99.0,54.0,42.0,40.0
3682,3682,4497,Kijutsushi x Majutsushi: Osaka Tanteibu no Jikenbo,5.02,Hentai,Unknown,奇術師×魔術師 王坂学園探偵部の事件簿,OVA,1,"Apr 26, 2002",Unknown,Pink Pineapple,Unknown,Unknown,Unknown,27 min.,Rx - Hentai,Unknown,10808,856,0,44,428,37,68,279,9.0,3.0,10.0,22.0,43.0,69.0,38.0,27.0,30.0,21.0
3683,3683,4498,Ikenie,5.54,Hentai,Unknown,聖贄 (いけにえ),OVA,1,"Apr 30, 1999",Unknown,Y.O.U.C,Media Blasters,Unknown,Manga,30 min.,Rx - Hentai,Unknown,9609,1482,2,93,744,54,83,508,21.0,11.0,38.0,92.0,89.0,102.0,68.0,31.0,24.0,33.0
3684,3684,4502,Stringendo+Accelerando Ultimatum Sera,7.24,Hentai,Unknown,ストリンジェンド & アッチェレランド ULTIMATUM ～SERA～,OVA,3,"May 23, 2008 to Oct 31, 2008",Unknown,Pink Pineapple,Unknown,Unknown,Manga,30 min. per ep.,Rx - Hentai,Unknown,4471,12596,100,943,7633,488,355,3177,671.0,649.0,1175.0,1310.0,653.0,357.0,166.0,88.0,50.0,65.0
3685,3685,4503,Choujikuu Kidan Southern Cross,6.58,"Action, Sci-Fi, Drama, Mecha",Robotech Masters,超時空騎団サザンクロス,TV,23,"Apr 15, 1984 to Sep 30, 1984",Spring 1984,Big West,ADV Films,"Tatsunoko Production, Studio World",Original,23 min. per ep.,R+ - Mild Nudity,5471.0,5974,6112,21,203,3446,213,224,2026,145.0,197.0,388.0,762.0,603.0,344.0,195.0,56.0,31.0,13.0
3686,3686,4504,Kinkyuu Hasshin Saver Kids,6.5,"Action, Sci-Fi, Adventure, Comedy, Mecha",Emergency Departure Rescue Kids,緊急発進セイバーキッズ,TV,50,"Feb 19, 1991 to Feb 18, 1992",Winter 1991,"TV Tokyo, Sotsu",Unknown,Tokyo Movie Shinsha,Original,25 min. per ep.,PG-13 - Teens 13 or older,5918.0,11755,583,2,32,226,22,72,231,8.0,13.0,16.0,43.0,25.0,24.0,8.0,3.0,1.0,3.0
3687,3687,4508,D.C.S.S: Da Capo Second Season Omake,6.62,"Harem, Comedy, Romance",D.C.S.S:Da Capo Second Season Omake,D.C. ～ダ・カーポ～ セコンドシースン Omake,Special,2,"Oct 5, 2005 to Apr 5, 2006",Unknown,Unknown,Unknown,feel.,Visual novel,7 min. per ep.,PG-13 - Teens 13 or older,5290.0,5974,6100,3,170,3044,142,132,2612,147.0,138.0,255.0,503.0,388.0,215.0,93.0,41.0,24.0,28.0
3688,3688,4509,Captain Future: Kareinaru Taiyokei Race,6.02,"Action, Adventure, Sci-Fi",Unknown,キャプテンフューチャー・華麗なる太陽系レース,Special,1,"Dec 31, 1978",Unknown,Unknown,Unknown,Unknown,Unknown,58 min.,PG-13 - Teens 13 or older,8132.0,11092,759,3,21,415,19,54,250,9.0,8.0,32.0,54.0,73.0,47.0,20.0,11.0,7.0,7.0
3689,3689,4511,Hoero! Bun Bun,6.36,"Adventure, Slice of Life",Unknown,ほえろブンブン,TV,39,"Oct 9, 1980 to Jul 9, 1981",Fall 1980,"TV Tokyo, Wako Productions",Unknown,Unknown,Unknown,23 min. per ep.,G - All Ages,6593.0,11443,667,2,27,286,25,81,248,7.0,11.0,24.0,43.0,40.0,28.0,6.0,4.0,5.0,5.0
3690,3690,4513,Hakujaden,6.15,"Adventure, Fantasy, Historical, Romance",The Great White Snake,白蛇伝,Movie,1,"Oct 22, 1958",Unknown,Unknown,Unknown,Toei Animation,Other,1 hr. 18 min.,G - All Ages,7590.0,7068,4040,5,96,2092,49,82,1721,54.0,64.0,176.0,368.0,452.0,271.0,123.0,59.0,23.0,20.0
3691,3691,4514,Seton Doubutsuki: Kuma no Ko Jacky,6.7,"Adventure, Historical, Drama",Monarch:The Big Bear of Tallac,シートン動物記　くまの子ジャッキー,TV,26,"Jun 7, 1977 to Dec 16, 1977",Summer 1977,Unknown,Unknown,Nippon Animation,Unknown,24 min. per ep.,G - All Ages,4920.0,9360,1634,5,42,1136,42,130,284,73.0,51.0,106.0,234.0,158.0,98.0,34.0,20.0,9.0,6.0
